"cnty_fips","display_name","Value","theme_range"
49031,"""Piute, (UT)""",0,"0 (742)"
49033,"""Rich, (UT)""",0,"0 (742)"
49035,"""Salt Lake, (UT)""",11,"4+ (214)"
49037,"""San Juan, (UT)""",2,"2 - 3 (613)"
49039,"""Sanpete, (UT)""",2,"2 - 3 (613)"
49041,"""Sevier, (UT)""",1,"1 (1655)"
49043,"""Summit, (UT)""",1,"1 (1655)"
49045,"""Tooele, (UT)""",1,"1 (1655)"
49047,"""Uintah, (UT)""",1,"1 (1655)"
49049,"""Utah, (UT)""",5,"4+ (214)"
49051,"""Wasatch, (UT)""",1,"1 (1655)"
49053,"""Washington, (UT)""",1,"1 (1655)"
49055,"""Wayne, (UT)""",0,"0 (742)"
49057,"""Weber, (UT)""",2,"2 - 3 (613)"
56003,"""Big Horn, (WY)""",2,"2 - 3 (613)"
56007,"""Carbon, (WY)""",1,"1 (1655)"
56013,"""Fremont, (WY)""",1,"1 (1655)"
56017,"""Hot Springs, (WY)""",1,"1 (1655)"
56023,"""Lincoln, (WY)""",2,"2 - 3 (613)"
56025,"""Natrona, (WY)""",2,"2 - 3 (613)"
56029,"""Park, (WY)""",2,"2 - 3 (613)"
56035,"""Sublette, (WY)""",0,"0 (742)"
56037,"""Sweetwater, (WY)""",2,"2 - 3 (613)"
56039,"""Teton, (WY)""",1,"1 (1655)"
56041,"""Uinta, (WY)""",1,"1 (1655)"
56043,"""Washakie, (WY)""",1,"1 (1655)"
22031,"""De Soto, (LA)""",1,"1 (1655)"
48001,"""Anderson, (TX)""",1,"1 (1655)"
48005,"""Angelina, (TX)""",2,"2 - 3 (613)"
48007,"""Aransas, (TX)""",0,"0 (742)"
48013,"""Atascosa, (TX)""",1,"1 (1655)"
48015,"""Austin, (TX)""",1,"1 (1655)"
48019,"""Bandera, (TX)""",0,"0 (742)"
48021,"""Bastrop, (TX)""",1,"1 (1655)"
48025,"""Bee, (TX)""",1,"1 (1655)"
48027,"""Bell, (TX)""",5,"4+ (214)"
48029,"""Bexar, (TX)""",10,"4+ (214)"
48031,"""Blanco, (TX)""",0,"0 (742)"
48035,"""Bosque, (TX)""",1,"1 (1655)"
48039,"""Brazoria, (TX)""",3,"2 - 3 (613)"
48041,"""Brazos, (TX)""",3,"2 - 3 (613)"
48043,"""Brewster, (TX)""",1,"1 (1655)"
48047,"""Brooks, (TX)""",0,"0 (742)"
48049,"""Brown, (TX)""",1,"1 (1655)"
48051,"""Burleson, (TX)""",1,"1 (1655)"
48053,"""Burnet, (TX)""",2,"2 - 3 (613)"
48055,"""Caldwell, (TX)""",1,"1 (1655)"
48057,"""Calhoun, (TX)""",1,"1 (1655)"
48061,"""Cameron, (TX)""",4,"4+ (214)"
48071,"""Chambers, (TX)""",2,"2 - 3 (613)"
48073,"""Cherokee, (TX)""",2,"2 - 3 (613)"
48081,"""Coke, (TX)""",0,"0 (742)"
48083,"""Coleman, (TX)""",1,"1 (1655)"
48089,"""Colorado, (TX)""",2,"2 - 3 (613)"
48091,"""Comal, (TX)""",1,"1 (1655)"
48093,"""Comanche, (TX)""",1,"1 (1655)"
48095,"""Concho, (TX)""",1,"1 (1655)"
48099,"""Coryell, (TX)""",1,"1 (1655)"
48103,"""Crane, (TX)""",1,"1 (1655)"
48105,"""Crockett, (TX)""",0,"0 (742)"
48109,"""Culberson, (TX)""",1,"1 (1655)"
48123,"""DeWitt, (TX)""",1,"1 (1655)"
48127,"""Dimmit, (TX)""",1,"1 (1655)"
48131,"""Duval, (TX)""",0,"0 (742)"
48135,"""Ector, (TX)""",3,"2 - 3 (613)"
48137,"""Edwards, (TX)""",0,"0 (742)"
48141,"""El Paso, (TX)""",7,"4+ (214)"
48145,"""Falls, (TX)""",1,"1 (1655)"
48149,"""Fayette, (TX)""",1,"1 (1655)"
48157,"""Fort Bend, (TX)""",6,"4+ (214)"
48161,"""Freestone, (TX)""",1,"1 (1655)"
48163,"""Frio, (TX)""",1,"1 (1655)"
48167,"""Galveston, (TX)""",1,"1 (1655)"
48171,"""Gillespie, (TX)""",1,"1 (1655)"
48173,"""Glasscock, (TX)""",0,"0 (742)"
48175,"""Goliad, (TX)""",0,"0 (742)"
48177,"""Gonzales, (TX)""",1,"1 (1655)"
48185,"""Grimes, (TX)""",1,"1 (1655)"
48187,"""Guadalupe, (TX)""",1,"1 (1655)"
48193,"""Hamilton, (TX)""",1,"1 (1655)"
48199,"""Hardin, (TX)""",0,"0 (742)"
48201,"""Harris, (TX)""",32,"4+ (214)"
48209,"""Hays, (TX)""",3,"2 - 3 (613)"
48215,"""Hidalgo, (TX)""",5,"4+ (214)"
48217,"""Hill, (TX)""",1,"1 (1655)"
48225,"""Houston, (TX)""",0,"0 (742)"
48229,"""Hudspeth, (TX)""",0,"0 (742)"
48235,"""Irion, (TX)""",0,"0 (742)"
48239,"""Jackson, (TX)""",1,"1 (1655)"
48241,"""Jasper, (TX)""",1,"1 (1655)"
48243,"""Jeff Davis, (TX)""",0,"0 (742)"
48245,"""Jefferson, (TX)""",4,"4+ (214)"
48247,"""Jim Hogg, (TX)""",0,"0 (742)"
48249,"""Jim Wells, (TX)""",1,"1 (1655)"
48255,"""Karnes, (TX)""",1,"1 (1655)"
48259,"""Kendall, (TX)""",0,"0 (742)"
48261,"""Kenedy, (TX)""",0,"0 (742)"
48265,"""Kerr, (TX)""",1,"1 (1655)"
48267,"""Kimble, (TX)""",1,"1 (1655)"
48271,"""Kinney, (TX)""",0,"0 (742)"
48273,"""Kleberg, (TX)""",1,"1 (1655)"
48281,"""Lampasas, (TX)""",1,"1 (1655)"
48283,"""La Salle, (TX)""",0,"0 (742)"
48285,"""Lavaca, (TX)""",2,"2 - 3 (613)"
48287,"""Lee, (TX)""",0,"0 (742)"
48289,"""Leon, (TX)""",0,"0 (742)"
48291,"""Liberty, (TX)""",2,"2 - 3 (613)"
48293,"""Limestone, (TX)""",2,"2 - 3 (613)"
48297,"""Live Oak, (TX)""",0,"0 (742)"
48299,"""Llano, (TX)""",1,"1 (1655)"
48301,"""Loving, (TX)""",0,"0 (742)"
48307,"""McCulloch, (TX)""",1,"1 (1655)"
48309,"""McLennan, (TX)""",2,"2 - 3 (613)"
48311,"""McMullen, (TX)""",0,"0 (742)"
48313,"""Madison, (TX)""",1,"1 (1655)"
48319,"""Mason, (TX)""",0,"0 (742)"
48321,"""Matagorda, (TX)""",2,"2 - 3 (613)"
48323,"""Maverick, (TX)""",1,"1 (1655)"
48325,"""Medina, (TX)""",1,"1 (1655)"
48327,"""Menard, (TX)""",0,"0 (742)"
48329,"""Midland, (TX)""",1,"1 (1655)"
48331,"""Milam, (TX)""",2,"2 - 3 (613)"
48333,"""Mills, (TX)""",0,"0 (742)"
48339,"""Montgomery, (TX)""",4,"4+ (214)"
48347,"""Nacogdoches, (TX)""",2,"2 - 3 (613)"
48349,"""Navarro, (TX)""",1,"1 (1655)"
48351,"""Newton, (TX)""",0,"0 (742)"
48355,"""Nueces, (TX)""",2,"2 - 3 (613)"
48361,"""Orange, (TX)""",0,"0 (742)"
48371,"""Pecos, (TX)""",2,"2 - 3 (613)"
48373,"""Polk, (TX)""",1,"1 (1655)"
48377,"""Presidio, (TX)""",0,"0 (742)"
48383,"""Reagan, (TX)""",1,"1 (1655)"
48385,"""Real, (TX)""",0,"0 (742)"
48389,"""Reeves, (TX)""",1,"1 (1655)"
48391,"""Refugio, (TX)""",1,"1 (1655)"
48395,"""Robertson, (TX)""",0,"0 (742)"
48399,"""Runnels, (TX)""",2,"2 - 3 (613)"
48403,"""Sabine, (TX)""",1,"1 (1655)"
48405,"""San Augustine, (TX)""",1,"1 (1655)"
48407,"""San Jacinto, (TX)""",0,"0 (742)"
48409,"""San Patricio, (TX)""",0,"0 (742)"
48411,"""San Saba, (TX)""",0,"0 (742)"
48413,"""Schleicher, (TX)""",1,"1 (1655)"
48419,"""Shelby, (TX)""",0,"0 (742)"
48427,"""Starr, (TX)""",1,"1 (1655)"
48431,"""Sterling, (TX)""",0,"0 (742)"
48435,"""Sutton, (TX)""",1,"1 (1655)"
48443,"""Terrell, (TX)""",0,"0 (742)"
48451,"""Tom Green, (TX)""",2,"2 - 3 (613)"
48453,"""Travis, (TX)""",8,"4+ (214)"
48455,"""Trinity, (TX)""",1,"1 (1655)"
48457,"""Tyler, (TX)""",1,"1 (1655)"
48461,"""Upton, (TX)""",2,"2 - 3 (613)"
48463,"""Uvalde, (TX)""",1,"1 (1655)"
48465,"""Val Verde, (TX)""",1,"1 (1655)"
48469,"""Victoria, (TX)""",2,"2 - 3 (613)"
48471,"""Walker, (TX)""",1,"1 (1655)"
48473,"""Waller, (TX)""",0,"0 (742)"
48475,"""Ward, (TX)""",1,"1 (1655)"
48477,"""Washington, (TX)""",1,"1 (1655)"
48479,"""Webb, (TX)""",2,"2 - 3 (613)"
48481,"""Wharton, (TX)""",1,"1 (1655)"
48489,"""Willacy, (TX)""",0,"0 (742)"
48491,"""Williamson, (TX)""",6,"4+ (214)"
48493,"""Wilson, (TX)""",1,"1 (1655)"
48495,"""Winkler, (TX)""",1,"1 (1655)"
48505,"""Zapata, (TX)""",0,"0 (742)"
48507,"""Zavala, (TX)""",0,"0 (742)"
05007,"""Benton, (AR)""",3,"2 - 3 (613)"
05033,"""Crawford, (AR)""",1,"1 (1655)"
05047,"""Franklin, (AR)""",1,"1 (1655)"
05057,"""Hempstead, (AR)""",1,"1 (1655)"
05061,"""Howard, (AR)""",1,"1 (1655)"
05081,"""Little River, (AR)""",1,"1 (1655)"
05083,"""Logan, (AR)""",2,"2 - 3 (613)"
05087,"""Madison, (AR)""",0,"0 (742)"
05091,"""Miller, (AR)""",0,"0 (742)"
05113,"""Polk, (AR)""",1,"1 (1655)"
05127,"""Scott, (AR)""",1,"1 (1655)"
05131,"""Sebastian, (AR)""",2,"2 - 3 (613)"
05133,"""Sevier, (AR)""",1,"1 (1655)"
05143,"""Washington, (AR)""",3,"2 - 3 (613)"
08001,"""Adams, (CO)""",3,"2 - 3 (613)"
08003,"""Alamosa, (CO)""",1,"1 (1655)"
08005,"""Arapahoe, (CO)""",3,"2 - 3 (613)"
08009,"""Baca, (CO)""",1,"1 (1655)"
08011,"""Bent, (CO)""",0,"0 (742)"
08013,"""Boulder, (CO)""",4,"4+ (214)"
08014,"""Broomfield, (CO)""",1,"1 (1655)"
08015,"""Chaffee, (CO)""",1,"1 (1655)"
08017,"""Cheyenne, (CO)""",1,"1 (1655)"
08019,"""Clear Creek, (CO)""",0,"0 (742)"
08021,"""Conejos, (CO)""",1,"1 (1655)"
08023,"""Costilla, (CO)""",0,"0 (742)"
08025,"""Crowley, (CO)""",0,"0 (742)"
08027,"""Custer, (CO)""",0,"0 (742)"
08031,"""Denver, (CO)""",6,"4+ (214)"
08035,"""Douglas, (CO)""",3,"2 - 3 (613)"
08037,"""Eagle, (CO)""",1,"1 (1655)"
08039,"""Elbert, (CO)""",0,"0 (742)"
08041,"""El Paso, (CO)""",4,"4+ (214)"
08043,"""Fremont, (CO)""",1,"1 (1655)"
08047,"""Gilpin, (CO)""",0,"0 (742)"
08049,"""Grand, (CO)""",1,"1 (1655)"
08055,"""Huerfano, (CO)""",1,"1 (1655)"
08057,"""Jackson, (CO)""",0,"0 (742)"
08059,"""Jefferson, (CO)""",3,"2 - 3 (613)"
08061,"""Kiowa, (CO)""",1,"1 (1655)"
08063,"""Kit Carson, (CO)""",1,"1 (1655)"
08065,"""Lake, (CO)""",1,"1 (1655)"
08069,"""Larimer, (CO)""",5,"4+ (214)"
08071,"""Las Animas, (CO)""",1,"1 (1655)"
08073,"""Lincoln, (CO)""",1,"1 (1655)"
08075,"""Logan, (CO)""",1,"1 (1655)"
08087,"""Morgan, (CO)""",2,"2 - 3 (613)"
08089,"""Otero, (CO)""",1,"1 (1655)"
08093,"""Park, (CO)""",0,"0 (742)"
08095,"""Phillips, (CO)""",2,"2 - 3 (613)"
08099,"""Prowers, (CO)""",1,"1 (1655)"
08101,"""Pueblo, (CO)""",2,"2 - 3 (613)"
08105,"""Rio Grande, (CO)""",1,"1 (1655)"
08109,"""Saguache, (CO)""",0,"0 (742)"
08115,"""Sedgwick, (CO)""",1,"1 (1655)"
08117,"""Summit, (CO)""",1,"1 (1655)"
08119,"""Teller, (CO)""",1,"1 (1655)"
08121,"""Washington, (CO)""",0,"0 (742)"
08123,"""Weld, (CO)""",1,"1 (1655)"
08125,"""Yuma, (CO)""",2,"2 - 3 (613)"
19001,"""Adair, (IA)""",1,"1 (1655)"
19003,"""Adams, (IA)""",1,"1 (1655)"
19009,"""Audubon, (IA)""",1,"1 (1655)"
19015,"""Boone, (IA)""",1,"1 (1655)"
19021,"""Buena Vista, (IA)""",1,"1 (1655)"
19025,"""Calhoun, (IA)""",1,"1 (1655)"
19027,"""Carroll, (IA)""",2,"2 - 3 (613)"
19029,"""Cass, (IA)""",1,"1 (1655)"
19035,"""Cherokee, (IA)""",1,"1 (1655)"
19039,"""Clarke, (IA)""",1,"1 (1655)"
19041,"""Clay, (IA)""",1,"1 (1655)"
19047,"""Crawford, (IA)""",1,"1 (1655)"
19049,"""Dallas, (IA)""",1,"1 (1655)"
19053,"""Decatur, (IA)""",1,"1 (1655)"
19059,"""Dickinson, (IA)""",1,"1 (1655)"
19063,"""Emmet, (IA)""",1,"1 (1655)"
19071,"""Fremont, (IA)""",1,"1 (1655)"
19073,"""Greene, (IA)""",1,"1 (1655)"
19077,"""Guthrie, (IA)""",1,"1 (1655)"
